case id,prom1_unstranded,prom1_stranded_first,prom1_stranded_second,prom1_tpm_unstrande,prom1_fpkm_unstranded,prom1_fpkm_uq_unstranded,prom2_unstranded,prom2_stranded_first,prom2_stranded_second,prom2_tpm_unstrande,prom2_fpkm_unstranded,prom2_fpkm_uq_unstranded
2ae65a06-df0f-4de1-a536-537cae0cc260,16174,7988,8186,108.8162,32.5439,32.6293,46476,23366,23127,384.3218,114.9401,115.2416
005a6517-2e5a-4ea3-ab36-531522723607,145,75,70,0.5533,0.2307,0.2423,10240,5162,5079,48.0268,20.0233,21.0333
3f917550-89a6-404b-94df-938c99121411,317,163,155,1.975,0.5798,0.5803,3386,1662,1727,25.9285,7.6118,7.6184
3768d34f-1527-40db-b116-cd80cee5ec3a,594,300,294,7.7041,2.7445,2.909,11645,5827,5820,185.6368,66.1305,70.0953
0de910b1-edaf-47e4-a265-727ee12ac1c3,10849,5646,5203,66.4102,25.7251,28.0777,8488,4341,4152,63.8617,24.7379,27.0002
0740321b-f8a5-4e1d-b390-ca6187598fac,1777,912,865,16.6816,7.038,8.8564,2553,1293,1261,29.4572,12.428,15.6391
0d23fa5b-95f8-4626-a4d2-c72ad3cc553b,596,283,313,5.0761,2.0875,2.5012,14262,7128,7136,149.2979,61.3963,73.5657
0d5e232d-5aa2-4f6f-be58-ffd5f15ee0b8,44,23,21,0.2803,0.1101,0.1278,6083,3086,3000,47.6272,18.7051,21.7166
14c58def-60ee-48e0-a74b-da4eb77ef344,434,237,197,2.146,0.9343,1.1887,284,133,151,1.7261,0.7514,0.9561
16ced1b8-64d5-4498-82df-4d37bfe5b310,662,325,338,5.032,1.6762,1.6903,2552,1265,1287,23.8424,7.9421,8.0091
1db60f09-7f5a-4f21-8003-06a6abc781db,889,405,484,4.8991,1.623,1.862,35559,17928,17637,240.8556,79.7935,91.5391
20c6be4d-7baf-4ea0-93e2-a5212f2e9b9c,531,272,260,3.5241,1.5281,1.6074,695,330,366,5.6693,2.4582,2.5859
1ede8063-e0e9-466d-891c-ac8916f1b5fa,2348,1218,1130,11.7273,3.2381,3.1428,5044,2530,2516,30.9645,8.5499,8.2983
242943fe-1fa0-4a12-8f7e-9c6c4af1194d,139,68,71,1.4384,0.4157,0.4047,12197,6066,6134,155.1337,44.8379,43.6474
2a924999-1fbf-470a-97bd-fd2276a9a366,2,1,1,0.0157,0.0072,0.0092,3347,1707,1642,32.3267,14.7082,18.9981
28ed2d42-5b4c-4bca-b2b2-6b2a6d3c42cf,535,269,266,4.4845,1.7549,1.8851,1780,900,880,18.339,7.1766,7.709
29d26e7e-f4ae-4476-9a3f-27d5ec2ccb8a,133,68,65,1.2148,0.4478,0.5166,4236,2160,2077,47.5555,17.5298,20.2213
32960bc7-839a-42c5-9460-3917fa578ffc,1035,483,552,5.0587,2.0502,2.5714,23332,11914,11423,140.1644,56.8056,71.2491
3b81ec7c-0934-4649-9231-9919dd26dd15,257,123,134,1.7225,0.5002,0.5175,7532,3737,3798,62.0476,18.0164,18.6403
378f7ea2-86b4-4072-80b8-e12d67193106,47,27,20,0.3717,0.1437,0.1843,3191,1599,1593,31.0166,11.9929,15.3833
3fc8f799-5bd3-4f48-baf0-c458ce86ab7e,646,350,297,5.6529,1.9063,2.0317,5935,2933,3004,63.8341,21.5259,22.9423
41178cbc-db73-4007-b5d8-febebf7f578d,1328,652,676,5.3546,1.6835,1.7618,25402,12717,12691,125.8886,39.5795,41.4209
49bfd0fe-48ce-49db-9f76-ce2310410950,1181,574,607,9.5229,3.4665,4.0619,10559,5230,5331,104.6483,38.0943,44.6366
44e840c9-ea54-4dba-9b2a-264ef1f2c304,164,89,75,0.8607,0.3359,0.3781,4255,2182,2077,27.4479,10.7117,12.0563
4d71dd15-cd01-4dae-ad70-6dc325140207,1747,874,873,11.1822,3.3228,3.4535,4188,2100,2090,32.9482,9.7905,10.1755
4eac2c98-86d2-4ee6-a1d3-157d013c78dc,1150,592,560,7.7164,2.5728,2.7103,4874,2502,2372,40.1969,13.4024,14.1185
512de609-757b-42be-8b30-c414f71af422,772,393,379,3.3126,1.0873,1.1407,38439,19380,19069,202.7262,66.5411,69.8087
58f5a54e-de50-4cca-afa1-cc331d8b3479,709,356,353,5.7631,1.8795,1.8176,6759,3360,3402,67.5283,22.0231,21.297
59b3fbfe-0b7c-41e5-b756-ee7e23730df5,200,99,101,1.3189,0.5203,0.5984,11015,5483,5534,89.278,35.2207,40.5096
5c159ab5-8475-4d93-89b8-b6befed4a5b3,777,376,402,7.4468,2.1541,2.2451,1500,740,760,17.6698,5.1113,5.3271
66c92b9e-de3c-4d1a-bb69-46ffbc6caf33,47,22,25,0.2096,0.0634,0.0623,460,226,235,2.521,0.7632,0.7498
62379be5-13f0-474b-94d3-6f944ec4ee96,283,140,143,1.9831,0.6617,0.7636,3205,1584,1624,27.6037,9.2109,10.6293
62efb5ae-43dc-4a4c-a898-6cd9c6dba027,146,77,69,0.7237,0.2974,0.3454,11714,5903,5817,71.3643,29.3294,34.06
6485b68f-caa7-45cd-9bc5-78c2add8191d,1058,536,522,4.7205,2.0316,2.607,3869,1934,1936,21.2173,9.1316,11.7177
65435f50-a35d-49e3-a36e-b95d9e274ca0,4238,2095,2143,24.096,7.7416,8.3906,10179,5014,5170,71.1344,22.8542,24.77
6a1be87b-c4e0-4fd4-b050-50a245b22038,93,44,49,0.5755,0.1862,0.2005,13578,6775,6804,103.2775,33.4068,35.9858
6ad8bc89-d8e9-48c2-bc25-c8e51f972b4d,1039,496,543,4.9313,1.7124,1.8963,5384,2691,2695,31.408,10.9068,12.0778
6b06281b-d3a9-440e-a86c-ee7db003352a,163,85,78,0.9409,0.3213,0.3937,11128,5638,5496,78.9535,26.9567,33.0325
756f6768-e69a-4fe9-aa41-7c58aabe4577,5887,2940,2947,35.0189,10.5936,11.3539,19908,9905,10007,145.5548,44.0319,47.1921
758e6b52-062e-4ca0-84d1-ea38477414ac,2287,1168,1119,18.6961,6.5687,6.789,2974,1506,1469,29.8824,10.4988,10.851
75f2d97a-b96c-403f-8055-5c5c8083e856,2,1,1,0.032,0.0109,0.0117,3910,1921,1990,76.8249,26.227,28.1762
8fac8e40-beac-4059-9d54-7ee530598cfd,514,290,224,2.1055,0.8476,1.0287,4984,2509,2475,25.0939,10.102,12.26
90f4b65c-cfd4-4066-a5b9-842885c172e2,13,3,10,0.1026,0.0386,0.0471,536,274,263,5.197,1.9586,2.387
8a98a6e6-b763-4824-858b-fd2738e6c9a3,1909,982,927,7.6873,3.1743,3.9211,9908,5071,4837,49.0394,20.2494,25.0135
91a17d40-c8cb-4cce-b306-966382a8fe4a,7559,3771,3788,84.773,27.5409,27.8028,1835,897,938,25.2941,8.2175,8.2957
92badeb5-a50e-4a62-a67e-6a8a59c948ab,735,404,331,2.8623,1.182,1.7648,4205,2053,2154,20.1274,8.3116,12.4099
9bbc01b4-056c-4ddc-aca4-ff20718646d0,1085,529,556,5.0105,1.9966,2.9274,14073,7146,6929,79.8786,31.8294,46.6685
a782352e-c4bb-4c3e-ba82-456a47c3689a,132,78,54,0.5336,0.2648,0.3571,7893,3949,3949,39.2143,19.4612,26.2449
a85f6f9c-1e1d-44fc-85eb-3b2d96cfbc61,20,9,11,0.1305,0.0588,0.0707,3629,1831,1799,29.0951,13.1175,15.7741
9e48a4b1-6917-4625-9d78-e4832eb816a5,168,92,76,0.7606,0.3005,0.3539,4449,2239,2210,24.7566,9.7819,11.5206
b1e11e94-646b-4c44-9d33-1ca67d8356fb,198,107,91,1.5645,0.6917,0.9023,1737,863,875,16.8694,7.4588,9.7288
a9abe7a7-4126-414b-87d2-a6d25abcf1fa,1390,721,669,12.6881,5.1812,6.4066,1205,578,627,13.5194,5.5207,6.8264
b31d85cc-d2e2-4bd1-9986-d6bbe30e657f,1890,951,939,6.6702,2.9935,3.0552,19416,9601,9818,84.2224,37.7979,38.5774
b3511675-fd68-4745-8020-e290ca0fd115,67,34,33,0.482,0.1459,0.1718,2374,1146,1230,20.9906,6.3545,7.483
b4b49027-7815-4813-9769-a3fe3a26a37a,1138,551,587,7.2147,2.3761,2.9591,2403,1245,1158,18.725,6.1668,7.6799
bc84c5c5-1785-4edd-b732-8987f862063e,39510,19856,19658,273.6688,69.9055,66.5321,3110,1568,1544,26.477,6.7632,6.4369
c5355491-e1e8-46a4-a05e-bafcaf2e7459,206,104,102,0.796,0.3712,0.4121,3066,1567,1502,14.5609,6.7914,7.5393
c6ede8ae-881c-47a0-a0ef-745ed4b7764a,2687,1351,1337,21.0627,7.6444,9.8114,9273,4530,4747,89.3424,32.4255,41.6172
d1976840-35f7-4423-8458-12fb32a52b33,65,28,37,0.2056,0.074,0.0912,7991,4124,3874,31.0689,11.1817,13.7861
d8d13aa4-45d5-4e1a-a6cf-895bdf05e7b2,72,41,31,0.194,0.0906,0.1151,4550,2255,2297,15.0706,7.0386,8.9409
da274941-3edd-420b-9262-bbd959923c67,304,161,143,2.2855,0.7011,0.7322,5332,2664,2668,49.2717,15.1149,15.7843
d77ef9cf-f8e6-4ee9-8d4f-1106885f6b06,257,143,114,1.9786,0.5802,0.5724,3562,1786,1777,33.7066,9.8844,9.7514
e43d3769-e25f-4fb7-9080-ea26defaf094,2643,1342,1301,23.9954,8.7823,9.2805,1178,625,553,13.1452,4.8111,5.084
f7752d6e-f9cd-4dc9-ab01-3ab87acb21e4,63,35,28,0.2463,0.0904,0.1056,1527,776,751,7.337,2.6937,3.1447
